INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,Rate
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,590000,13478.48,2.284488136
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,560000,12865.27,2.297369643
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,100000,3462.77,3.46277
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1110000,24107.39,2.171836937
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,145000,4382.58,3.022468966
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1185000,25640.41,2.163747679
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1145000,24822.8,2.167930131
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1190000,25742.61,2.163244538
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,530000,12252.06,2.311709434
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1350000,29013.04,2.149114074
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1270000,27377.82,2.155733858
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1240000,26764.62,2.158437097
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,750000,16748.91,2.233188
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,890000,19610.54,2.203431461
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,645000,14602.69,2.263982946
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1140000,24720.6,2.168473684
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,900000,19814.94,2.20166
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2014,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,280000,7142.01,2.550717857
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1360000,29217.44,2.148341176
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,145000,4382.58,3.022468966
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1090000,23698.59,2.174182569
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,600000,13682.88,2.28048
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1295000,27888.83,2.153577606
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,780000,17362.12,2.225912821
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,295000,7448.61,2.524952542
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,440000,10412.44,2.366463636
Comprehensive,Three wheeler,Private,TVS ,King ,2015,890000,19610.54,2.203431461
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,995000,21756.76,2.186609045
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,720000,16135.7,2.241069444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,750000,16748.91,2.233188
Comprehensive,Three wheeler,Private,TVS ,King ,2016,865000,19099.54,2.208039306
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,950000,20836.95,2.193363158
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,450000,10616.85,2.3593
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,715000,16033.5,2.242447552
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,955000,20939.16,2.192582199
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,650000,14704.89,2.262290769
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,975000,21347.96,2.189534359
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,1020000,22267.77,2.183114706
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,775000,17259.92,2.227086452
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,770000,17157.72,2.228275325
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1110000,24107.39,2.171836937
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,750000,16748.91,2.233188
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1195000,25844.81,2.162745607
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,980000,21450.16,2.188791837
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1350000,29013.04,2.149114074
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1175000,25436,2.164765957
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,400000,9594.83,2.3987075
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1135000,24618.39,2.169021145
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1080000,23494.18,2.175387037
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,820000,18179.73,2.217040244
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1130000,24516.19,2.169574336
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,1120000,24311.79,2.170695536
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1190000,25742.61,2.163244538
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,1025000,22369.97,2.182436098
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1400000,30035.05,2.145360714
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1230000,26560.22,2.15936748
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,820000,18179.73,2.217040244
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1230000,26560.22,2.15936748
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,850000,18792.93,2.210932941
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1045000,22778.78,2.17978756
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1995,335000,8266.22,2.467528358
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1230000,26560.22,2.15936748
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,960000,21041.36,2.191808333
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2020,1700000,36167.12,2.127477647
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,985000,21552.36,2.188056853
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1085000,23596.38,2.174781567
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,450000,10616.85,2.3593
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,795000,17668.72,2.222480503
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1390000,29830.65,2.146089928
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,775000,17259.92,2.227086452
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,875000,19303.94,2.206164571
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2018,1435000,30750.46,2.142889199
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1997,325000,8061.82,2.48056
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,760000,16953.31,2.230698684
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,820000,18179.73,2.217040244
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,660000,14909.29,2.258983333
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,700000,15726.9,2.2467
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1250000,26969.02,2.1575216
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,640000,14500.49,2.265701563
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,720000,16135.7,2.241069444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,885000,19508.34,2.204332203
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1210000,26151.41,2.161273554
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,745000,16646.71,2.234457718
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1996,348000,8531.94,2.451706897
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1165000,25231.6,2.165802575
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,375000,9083.83,2.422354667
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1996,375000,9083.83,2.422354667
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,695000,15624.7,2.248158273
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,900000,19814.94,2.20166
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,680000,15318.1,2.252661765
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,895000,19712.74,2.202540782
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,890000,19610.54,2.203431461
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1140000,24720.6,2.168473684
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,985000,21552.36,2.188056853
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,385000,9288.23,2.412527273
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1100000,23902.99,2.172999091
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,680000,15318.1,2.252661765
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,720000,16135.7,2.241069444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,855000,18895.13,2.209956725
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1480000,31670.27,2.139883108
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,550000,12660.87,2.301976364
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2018,1545000,32998.88,2.135849838
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,620000,14091.68,2.272851613
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1100000,23902.99,2.172999091
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1155000,25027.2,2.166857143
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1080000,23494.18,2.175387037
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,430000,10208.04,2.373962791
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,660000,14909.29,2.258983333
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1995,320000,7959.62,2.48738125
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2011,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1250000,26969.02,2.1575216
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1080000,23494.18,2.175387037
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1350000,29013.04,2.149114074
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,560000,12865.27,2.297369643
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,550000,12660.87,2.301976364
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1260000,27173.42,2.156620635
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1995,385000,9288.23,2.412527273
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,530000,12252.06,2.311709434
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1100000,23902.99,2.172999091
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,380000,9186.03,2.417376316
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1075000,23391.98,2.17599814
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1230000,26560.22,2.15936748
Comprehensive,Three wheeler,Private,TVS ,king ,2011,625000,14193.88,2.2710208
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1095000,23800.79,2.173588128
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1200000,25947.01,2.162250833
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1380000,29626.25,2.14682971
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,700000,15726.9,2.2467
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,735000,16442.31,2.23704898
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,900000,19814.94,2.20166
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1990,390000,9390.43,2.407802564
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,885000,19508.34,2.204332203
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2002,550000,12660.87,2.301976364
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1295000,27888.83,2.153577606
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,925000,20325.95,2.1974
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2018,1975000,41788.18,2.115857215
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2020,1635000,34838.5,2.130795107
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1120000,24311.79,2.170695536
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1100000,23902.99,2.172999091
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2018,1600000,34123.1,2.13269375
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,690000,15522.5,2.249637681
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,975000,21347.96,2.189534359
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,725000,16237.91,2.239711724
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1990,500000,11638.86,2.327772
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1993,315000,7857.42,2.494419048
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,930000,20428.15,2.196575269
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,890000,19610.54,2.203431461
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1295000,27888.83,2.153577606
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1260000,27173.42,2.156620635
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,690000,15522.5,2.249637681
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2002,485000,11332.25,2.336546392
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,455000,10719.05,2.355835165
Comprehensive,Three wheeler,Private,TVS ,King ,2010,625000,14193.88,2.2710208
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,575000,13171.87,2.29076
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1325000,28502.04,2.151097358
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1290000,27786.63,2.154002326
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,650000,14704.89,2.262290769
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1030000,22472.17,2.181764078
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1450000,31057.06,2.141866207
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,335000,8266.22,2.467528358
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,950000,20836.95,2.193363158
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1999,480000,11230.05,2.33959375
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2012,1085000,23596.38,2.174781567
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1085000,23596.38,2.174781567
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1999,380000,9186.03,2.417376316
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1250000,26969.02,2.1575216
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1280000,27582.23,2.154861719
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,860000,18997.33,2.20899186
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1125000,24413.99,2.170132444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1050000,22880.98,2.179140952
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,520000,12047.66,2.316857692
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1200000,25947.01,2.162250833
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,640000,14500.49,2.265701563
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2019,1670000,35553.91,2.128976647
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,720000,16135.7,2.241069444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,800000,17770.92,2.221365
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,920000,20223.75,2.198233696
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,975000,21347.96,2.189534359
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1175000,25436,2.164765957
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,930000,20428.15,2.196575269
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1195000,25844.81,2.162745607
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1390000,29830.65,2.146089928
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2011,950000,20836.95,2.193363158
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,450000,10616.85,2.3593
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1991,220000,5915.59,2.688904545
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1550000,33101.09,2.135554194
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1090000,23698.59,2.174182569
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1380000,29626.25,2.14682971
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2002,548000,12619.99,2.302917883
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,590000,13478.48,2.284488136
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1280000,27582.23,2.154861719
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1330000,28604.24,2.150694737
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1350000,29013.04,2.149114074
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,500000,11638.86,2.327772
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,775000,17259.92,2.227086452
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,700000,15726.9,2.2467
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,1200000,25947.01,2.162250833
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,850000,18792.93,2.210932941
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,740000,16544.51,2.235744595
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,650000,14704.89,2.262290769
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,740000,16544.51,2.235744595
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,850000,18792.93,2.210932941
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,716000,16053.94,2.242170391
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,700000,15726.9,2.2467
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2011,850000,18792.93,2.210932941
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,750000,16748.91,2.233188
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,980000,21450.16,2.188791837
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1330000,28604.24,2.150694737
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,975000,21347.96,2.189534359
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2018,1365000,29319.65,2.147959707
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,820000,18179.73,2.217040244
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2012,1350000,29013.04,2.149114074
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1185000,25640.41,2.163747679
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1999,360000,8777.23,2.438119444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,850000,18792.93,2.210932941
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,750000,16748.91,2.233188
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,800000,17770.92,2.221365
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,860000,18997.33,2.20899186
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2003,470000,11025.65,2.345882979
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,715000,16033.5,2.242447552
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1995,328000,8123.14,2.476567073
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,840000,18588.53,2.212920238
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1200000,25947.01,2.162250833
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,770000,17157.72,2.228275325
Comprehensive,Three wheeler,Private,Mahindra ,Alfa ,2019,1100000,23902.99,2.172999091
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1270000,27377.82,2.155733858
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,950000,20836.95,2.193363158
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1250000,26969.02,2.1575216
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,885000,19508.34,2.204332203
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1195000,25844.81,2.162745607
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1255000,27071.22,2.157069323
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1135000,24618.39,2.169021145
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1310000,28195.43,2.152322901
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1380000,29626.25,2.14682971
Comprehensive,Three wheeler,Private,Piaggio ,Ape ,2012,880000,19406.14,2.205243182
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,240000,6324.4,2.635166667
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,920000,20223.75,2.198233696
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,630000,14296.08,2.269219048
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,720000,16135.7,2.241069444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2004,590000,13478.48,2.284488136
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,480000,11230.05,2.33959375
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,650000,14704.89,2.262290769
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1320000,28399.84,2.15150303
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1150000,24925,2.167391304
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1998,435000,10310.24,2.370170115
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2001,585000,13376.27,2.28654188
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1290000,27786.63,2.154002326
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,895000,19712.74,2.202540782
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,690000,15522.5,2.249637681
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2008,695000,15624.7,2.248158273
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1320000,28399.84,2.15150303
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1185000,25640.41,2.163747679
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2020,1600000,34123.1,2.13269375
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,840000,18588.53,2.212920238
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1300000,27991.03,2.153156154
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1060000,23085.38,2.177866038
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2019,1585000,33816.49,2.133532492
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,885000,19508.34,2.204332203
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2005,690000,15522.5,2.249637681
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1060000,23085.38,2.177866038
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,785000,17464.32,2.22475414
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1225000,26458.01,2.159837551
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1220000,26355.81,2.160312295
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1990,650000,14704.89,2.262290769
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1995,340000,8368.42,2.4613
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1095000,23800.79,2.173588128
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,710000,15931.3,2.24384507
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,1095000,23800.79,2.173588128
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2002,570000,13069.67,2.292924561
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2009,765000,17055.51,2.229478431
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,633000,14357.41,2.268153239
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2012,1050000,22880.98,2.179140952
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2013,1650000,30483.5,1.847484848
Comprehensive,Lorry,Private,Suzuki ,Every ,2011,3650000,62734.97,1.718766301
Comprehensive,Lorry,Private,Tata ,Ace ,2018,3975000,67975.83,1.710083774
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,7200000,119981.32,1.666407222
Comprehensive,Lorry,Private,Tata ,207,2007,1650000,30483.5,1.847484848
Comprehensive,Lorry,Private,Isuzu ,Elf ,1979,1000000,20001.77,2.000177
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2018,1375000,26048.92,1.894466909
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2017,4900000,82892.13,1.691676122
Comprehensive,Lorry,Private,Isuzu ,350,1994,3650000,62734.97,1.718766301
Comprehensive,Lorry,Private,Toyota ,Townace ,2002,3450000,59509.82,1.724922319
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2002,6800000,113531.02,1.669573824
Comprehensive,Lorry,Private,Mitsubishi ,Minicab ,2008,2675000,47012.38,1.75747215
Comprehensive,Lorry,Private,Toyota ,Dyna ,1993,3000000,52253.24,1.741774667
Comprehensive,Lorry,Private,Tata ,Ace ,2016,2650000,46609.23,1.758838868
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2011,1240000,23871.95,1.925157258
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2008,880000,18066.69,2.053032955
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2017,4250000,72410.41,1.703774353
Comprehensive,Lorry,Private,Isuzu ,Elf ,1996,6300000,105468.16,1.674097778
